file,split,detection_class,detection_id,morphology_class,morphology_id,bbox_xyxy
train/train_006038.jpg,train,Humerus Fracture,4,Hairline,4,"127,123,161,144"
train/train_006039.jpg,train,Shoulder Fracture,5,Greenstick,3,"107,108,157,125"
train/train_006040.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"119,135,155,154"
train/train_006041.jpg,train,Elbow Positive,0,Greenstick,3,"107,94,165,114"
train/train_006042.jpg,train,Fingers Positive,1,Impacted,5,"90,137,134,159"
train/train_006043.jpg,train,Forearm Fracture,2,Oblique,7,"114,71,150,111"
train/train_006044.jpg,train,Humerus,3,Spiral,9,"103,126,147,166"
train/train_006045.jpg,train,Humerus Fracture,4,Longitudinal,6,"111,120,127,214"
train/train_006046.jpg,train,Shoulder Fracture,5,Comminuted,1,"122,122,166,138"
train/train_006047.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"116,137,160,153"
train/train_006048.jpg,train,Elbow Positive,0,Oblique,7,"97,117,145,157"
train/train_006049.jpg,train,Fingers Positive,1,Avulsion,0,"93,110,157,128"
train/train_006050.jpg,train,Forearm Fracture,2,Spiral,9,"103,79,145,119"
train/train_006051.jpg,train,Humerus,3,Spiral,9,"117,92,155,132"
train/train_006052.jpg,train,Humerus Fracture,4,Pathological,8,"100,137,142,155"
train/train_006053.jpg,train,Shoulder Fracture,5,Comminuted,1,"82,74,142,90"
train/train_006054.jpg,train,Wrist Positive,6,Avulsion,0,"88,169,142,191"
train/train_006055.jpg,train,Elbow Positive,0,Comminuted,1,"80,91,140,107"
train/train_006056.jpg,train,Fingers Positive,1,Hairline,4,"108,92,142,114"
train/train_006057.jpg,train,Forearm Fracture,2,Impacted,5,"109,129,143,151"
train/train_006058.jpg,train,Humerus,3,Fracture-Dislocation,2,"125,142,161,162"
train/train_006059.jpg,train,Humerus Fracture,4,Oblique,7,"101,100,141,140"
train/train_006060.jpg,train,Shoulder Fracture,5,Longitudinal,6,"135,117,151,179"
train/train_006061.jpg,train,Wrist Positive,6,Hairline,4,"91,81,137,98"
train/train_006062.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"121,74,171,91"
train/train_006063.jpg,train,Fingers Positive,1,Comminuted,1,"103,89,145,105"
train/train_006064.jpg,train,Forearm Fracture,2,Avulsion,0,"108,102,148,121"
train/train_006065.jpg,train,Humerus,3,Impacted,5,"103,109,149,127"
train/train_006066.jpg,train,Humerus Fracture,4,Oblique,7,"85,100,139,140"
train/train_006067.jpg,train,Shoulder Fracture,5,Impacted,5,"115,118,171,139"
train/train_006068.jpg,train,Wrist Positive,6,Pathological,8,"118,92,158,112"
train/train_006069.jpg,train,Elbow Positive,0,Impacted,5,"88,166,136,182"
train/train_006070.jpg,train,Fingers Positive,1,Spiral,9,"110,129,174,169"
train/train_006071.jpg,train,Forearm Fracture,2,Avulsion,0,"117,148,151,167"
train/train_006072.jpg,train,Humerus,3,Spiral,9,"124,65,168,105"
train/train_006073.jpg,train,Humerus Fracture,4,Longitudinal,6,"106,93,122,157"
train/train_006074.jpg,train,Shoulder Fracture,5,Greenstick,3,"109,147,159,164"
train/train_006075.jpg,train,Wrist Positive,6,Impacted,5,"114,131,170,152"
train/train_006076.jpg,train,Elbow Positive,0,Impacted,5,"96,140,132,156"
train/train_006077.jpg,train,Fingers Positive,1,Greenstick,3,"81,108,145,128"
train/train_006078.jpg,train,Forearm Fracture,2,Avulsion,0,"106,137,150,153"
train/train_006079.jpg,train,Humerus,3,Spiral,9,"109,75,161,115"
train/train_006080.jpg,train,Humerus Fracture,4,Greenstick,3,"101,85,153,103"
train/train_006081.jpg,train,Shoulder Fracture,5,Hairline,4,"112,108,166,130"
train/train_006082.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"123,88,163,110"
train/train_006083.jpg,train,Elbow Positive,0,Greenstick,3,"106,171,152,191"
train/train_006084.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"112,139,152,158"
train/train_006085.jpg,train,Forearm Fracture,2,Hairline,4,"96,117,136,136"
train/train_006086.jpg,train,Humerus,3,Avulsion,0,"122,90,156,106"
train/train_006087.jpg,train,Humerus Fracture,4,Greenstick,3,"109,151,145,168"
train/train_006088.jpg,train,Shoulder Fracture,5,Spiral,9,"109,86,145,126"
train/train_006089.jpg,train,Wrist Positive,6,Spiral,9,"117,133,171,173"
train/train_006090.jpg,train,Elbow Positive,0,Oblique,7,"126,119,166,159"
train/train_006091.jpg,train,Fingers Positive,1,Avulsion,0,"117,135,151,155"
train/train_006092.jpg,train,Forearm Fracture,2,Oblique,7,"114,90,162,130"
train/train_006093.jpg,train,Humerus,3,Fracture-Dislocation,2,"96,143,140,163"
train/train_006094.jpg,train,Humerus Fracture,4,Hairline,4,"103,123,139,141"
train/train_006095.jpg,train,Shoulder Fracture,5,Avulsion,0,"96,125,132,143"
train/train_006096.jpg,train,Wrist Positive,6,Avulsion,0,"117,76,155,96"
train/train_006097.jpg,train,Elbow Positive,0,Hairline,4,"115,122,175,141"
train/train_006098.jpg,train,Fingers Positive,1,Hairline,4,"95,154,147,175"
train/train_006099.jpg,train,Forearm Fracture,2,Oblique,7,"119,73,165,113"
train/train_006100.jpg,train,Humerus,3,Comminuted,1,"96,117,152,133"
train/train_006101.jpg,train,Humerus Fracture,4,Pathological,8,"102,92,156,114"
train/train_006102.jpg,train,Shoulder Fracture,5,Pathological,8,"118,127,154,147"
train/train_006103.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"117,89,151,106"
train/train_006104.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"84,97,136,116"
train/train_006105.jpg,train,Fingers Positive,1,Comminuted,1,"106,163,166,179"
train/train_006106.jpg,train,Forearm Fracture,2,Impacted,5,"106,77,166,94"
train/train_006107.jpg,train,Humerus,3,Pathological,8,"107,91,167,110"
train/train_006108.jpg,train,Humerus Fracture,4,Pathological,8,"123,124,163,145"
train/train_006109.jpg,train,Shoulder Fracture,5,Spiral,9,"120,108,164,148"
train/train_006110.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"101,112,153,131"
train/train_006111.jpg,train,Elbow Positive,0,Greenstick,3,"107,78,163,100"
train/train_006112.jpg,train,Fingers Positive,1,Pathological,8,"117,136,161,156"
train/train_006113.jpg,train,Forearm Fracture,2,Longitudinal,6,"110,59,126,129"
train/train_006114.jpg,train,Humerus,3,Comminuted,1,"86,126,136,142"
train/train_006115.jpg,train,Humerus Fracture,4,Oblique,7,"90,133,144,173"
train/train_006116.jpg,train,Shoulder Fracture,5,Impacted,5,"102,100,156,122"
train/train_006117.jpg,train,Wrist Positive,6,Longitudinal,6,"118,116,134,174"
train/train_006118.jpg,train,Elbow Positive,0,Impacted,5,"105,73,141,95"
train/train_006119.jpg,train,Fingers Positive,1,Longitudinal,6,"113,66,129,132"
train/train_006120.jpg,train,Forearm Fracture,2,Spiral,9,"89,159,143,199"
train/train_006121.jpg,train,Humerus,3,Pathological,8,"96,172,138,190"
train/train_006122.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"84,98,138,119"
train/train_006123.jpg,train,Shoulder Fracture,5,Comminuted,1,"103,70,145,86"
train/train_006124.jpg,train,Wrist Positive,6,Greenstick,3,"98,103,144,123"
train/train_006125.jpg,train,Elbow Positive,0,Longitudinal,6,"107,58,123,126"
train/train_006126.jpg,train,Fingers Positive,1,Hairline,4,"111,87,157,106"
train/train_006127.jpg,train,Forearm Fracture,2,Longitudinal,6,"126,54,142,162"
train/train_006128.jpg,train,Humerus,3,Oblique,7,"105,131,143,171"
train/train_006129.jpg,train,Humerus Fracture,4,Oblique,7,"113,145,169,185"
train/train_006130.jpg,train,Shoulder Fracture,5,Longitudinal,6,"128,60,144,164"
train/train_006131.jpg,train,Wrist Positive,6,Comminuted,1,"106,149,156,165"
train/train_006132.jpg,train,Elbow Positive,0,Pathological,8,"106,163,142,180"
train/train_006133.jpg,train,Fingers Positive,1,Longitudinal,6,"123,83,139,173"
train/train_006134.jpg,train,Forearm Fracture,2,Greenstick,3,"98,148,154,168"
train/train_006135.jpg,train,Humerus,3,Comminuted,1,"105,136,149,152"
train/train_006136.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"96,152,142,170"
train/train_006137.jpg,train,Shoulder Fracture,5,Hairline,4,"108,148,148,169"
train/train_006138.jpg,train,Wrist Positive,6,Comminuted,1,"113,115,159,131"
train/train_006139.jpg,train,Elbow Positive,0,Longitudinal,6,"136,111,152,199"
train/train_006140.jpg,train,Fingers Positive,1,Pathological,8,"117,129,153,146"
train/train_006141.jpg,train,Forearm Fracture,2,Spiral,9,"114,115,166,155"
train/train_006142.jpg,train,Humerus,3,Greenstick,3,"94,86,130,104"
train/train_006143.jpg,train,Humerus Fracture,4,Comminuted,1,"110,174,158,190"
train/train_006144.jpg,train,Shoulder Fracture,5,Impacted,5,"92,94,134,116"
train/train_006145.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"124,92,166,114"
train/train_006146.jpg,train,Elbow Positive,0,Impacted,5,"108,93,176,114"
train/train_006147.jpg,train,Fingers Positive,1,Spiral,9,"89,89,139,129"
train/train_006148.jpg,train,Forearm Fracture,2,Impacted,5,"93,132,155,150"
train/train_006149.jpg,train,Humerus,3,Avulsion,0,"99,147,141,164"
train/train_006150.jpg,train,Humerus Fracture,4,Spiral,9,"89,81,147,121"
train/train_006151.jpg,train,Shoulder Fracture,5,Pathological,8,"96,70,132,92"
train/train_006152.jpg,train,Wrist Positive,6,Spiral,9,"103,134,163,174"
train/train_006153.jpg,train,Elbow Positive,0,Comminuted,1,"124,123,160,139"
train/train_006154.jpg,train,Fingers Positive,1,Oblique,7,"121,88,169,128"
train/train_006155.jpg,train,Forearm Fracture,2,Longitudinal,6,"105,44,121,146"
train/train_006156.jpg,train,Humerus,3,Longitudinal,6,"119,69,135,149"
train/train_006157.jpg,train,Humerus Fracture,4,Comminuted,1,"87,109,159,125"
train/train_006158.jpg,train,Shoulder Fracture,5,Impacted,5,"101,141,147,161"
train/train_006159.jpg,train,Wrist Positive,6,Oblique,7,"90,131,134,171"
train/train_006160.jpg,train,Elbow Positive,0,Pathological,8,"117,142,169,160"
train/train_006161.jpg,train,Fingers Positive,1,Comminuted,1,"93,111,129,127"
train/train_006162.jpg,train,Forearm Fracture,2,Longitudinal,6,"105,102,121,182"
train/train_006163.jpg,train,Humerus,3,Comminuted,1,"109,123,145,139"
train/train_006164.jpg,train,Humerus Fracture,4,Oblique,7,"115,91,151,131"
train/train_006165.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"91,164,137,181"
train/train_006166.jpg,train,Wrist Positive,6,Oblique,7,"127,162,163,202"
train/train_006167.jpg,train,Elbow Positive,0,Pathological,8,"86,135,134,153"
train/train_006168.jpg,train,Fingers Positive,1,Pathological,8,"93,146,165,166"
train/train_006169.jpg,train,Forearm Fracture,2,Greenstick,3,"86,157,134,178"
train/train_006170.jpg,train,Humerus,3,Longitudinal,6,"129,111,145,163"
train/train_006171.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"86,107,142,124"
train/train_006172.jpg,train,Shoulder Fracture,5,Impacted,5,"112,158,152,178"
train/train_006173.jpg,train,Wrist Positive,6,Hairline,4,"116,142,150,162"
train/train_006174.jpg,train,Elbow Positive,0,Hairline,4,"111,82,159,100"
train/train_006175.jpg,train,Fingers Positive,1,Hairline,4,"111,113,165,130"
train/train_006176.jpg,train,Forearm Fracture,2,Avulsion,0,"96,123,134,144"
train/train_006177.jpg,train,Humerus,3,Comminuted,1,"94,151,128,167"
train/train_006178.jpg,train,Humerus Fracture,4,Longitudinal,6,"104,112,120,180"
train/train_006179.jpg,train,Shoulder Fracture,5,Longitudinal,6,"106,72,122,144"
train/train_006180.jpg,train,Wrist Positive,6,Greenstick,3,"119,135,171,154"
train/train_006181.jpg,train,Elbow Positive,0,Oblique,7,"118,107,156,147"
train/train_006182.jpg,train,Fingers Positive,1,Greenstick,3,"114,128,172,150"
train/train_006183.jpg,train,Forearm Fracture,2,Longitudinal,6,"135,84,151,176"
train/train_006184.jpg,train,Humerus,3,Pathological,8,"104,114,142,135"
train/train_006185.jpg,train,Humerus Fracture,4,Longitudinal,6,"125,39,141,155"
train/train_006186.jpg,train,Shoulder Fracture,5,Greenstick,3,"112,115,166,137"
train/train_006187.jpg,train,Wrist Positive,6,Spiral,9,"99,136,167,176"
train/train_006188.jpg,train,Elbow Positive,0,Oblique,7,"105,152,141,192"
train/train_006189.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"121,141,167,161"
train/train_006190.jpg,train,Forearm Fracture,2,Longitudinal,6,"135,73,151,129"
train/train_006191.jpg,train,Humerus,3,Spiral,9,"84,120,150,160"
train/train_006192.jpg,train,Humerus Fracture,4,Greenstick,3,"99,154,149,173"
train/train_006193.jpg,train,Shoulder Fracture,5,Avulsion,0,"117,132,175,149"
train/train_006194.jpg,train,Wrist Positive,6,Oblique,7,"95,111,153,151"
train/train_006195.jpg,train,Elbow Positive,0,Greenstick,3,"100,139,136,159"
train/train_006196.jpg,train,Fingers Positive,1,Impacted,5,"91,151,141,169"
train/train_006197.jpg,train,Forearm Fracture,2,Avulsion,0,"90,151,138,167"
train/train_006198.jpg,train,Humerus,3,Avulsion,0,"93,86,139,103"
train/train_006199.jpg,train,Humerus Fracture,4,Comminuted,1,"107,146,151,162"
train/train_006200.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"100,118,146,134"
train/train_006201.jpg,train,Wrist Positive,6,Spiral,9,"119,120,159,160"
train/train_006202.jpg,train,Elbow Positive,0,Comminuted,1,"95,119,151,135"
train/train_006203.jpg,train,Fingers Positive,1,Pathological,8,"102,115,158,133"
train/train_006204.jpg,train,Forearm Fracture,2,Pathological,8,"90,153,130,169"
train/train_006205.jpg,train,Humerus,3,Fracture-Dislocation,2,"92,93,136,112"
train/train_006206.jpg,train,Humerus Fracture,4,Oblique,7,"104,93,142,133"
train/train_006207.jpg,train,Shoulder Fracture,5,Avulsion,0,"100,145,160,164"
train/train_006208.jpg,train,Wrist Positive,6,Impacted,5,"111,158,161,178"
train/train_006209.jpg,train,Elbow Positive,0,Spiral,9,"100,91,138,131"
train/train_006210.jpg,train,Fingers Positive,1,Pathological,8,"113,107,175,123"
train/train_006211.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"119,89,161,108"
train/train_006212.jpg,train,Humerus,3,Fracture-Dislocation,2,"95,149,151,166"
train/train_006213.jpg,train,Humerus Fracture,4,Oblique,7,"105,84,173,124"
train/train_006214.jpg,train,Shoulder Fracture,5,Impacted,5,"124,129,162,149"
train/train_006215.jpg,train,Wrist Positive,6,Longitudinal,6,"119,71,135,139"
train/train_006216.jpg,train,Elbow Positive,0,Spiral,9,"104,112,152,152"
train/train_006217.jpg,train,Fingers Positive,1,Greenstick,3,"117,83,173,100"
train/train_006218.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"122,107,156,124"
train/train_006219.jpg,train,Humerus,3,Avulsion,0,"113,116,161,136"
train/train_006220.jpg,train,Humerus Fracture,4,Hairline,4,"90,160,146,177"
train/train_006221.jpg,train,Shoulder Fracture,5,Oblique,7,"108,106,164,146"
train/train_006222.jpg,train,Wrist Positive,6,Impacted,5,"117,80,167,97"
train/train_006223.jpg,train,Elbow Positive,0,Impacted,5,"105,97,145,119"
train/train_006224.jpg,train,Fingers Positive,1,Impacted,5,"106,108,144,130"
train/train_006225.jpg,train,Forearm Fracture,2,Avulsion,0,"86,95,136,113"
train/train_006226.jpg,train,Humerus,3,Impacted,5,"110,167,174,184"
train/train_006227.jpg,train,Humerus Fracture,4,Comminuted,1,"111,84,151,100"
train/train_006228.jpg,train,Shoulder Fracture,5,Fracture-Dislocation,2,"96,140,140,160"
train/train_006229.jpg,train,Wrist Positive,6,Impacted,5,"101,71,165,89"
train/train_006230.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"97,125,131,146"
train/train_006231.jpg,train,Fingers Positive,1,Greenstick,3,"113,134,149,153"
train/train_006232.jpg,train,Forearm Fracture,2,Greenstick,3,"123,85,163,102"
train/train_006233.jpg,train,Humerus,3,Oblique,7,"105,119,157,159"
train/train_006234.jpg,train,Humerus Fracture,4,Longitudinal,6,"103,65,119,139"
train/train_006235.jpg,train,Shoulder Fracture,5,Greenstick,3,"120,107,158,126"
train/train_006236.jpg,train,Wrist Positive,6,Spiral,9,"109,123,155,163"
train/train_006237.jpg,train,Elbow Positive,0,Oblique,7,"82,89,140,129"
train/train_006238.jpg,train,Fingers Positive,1,Hairline,4,"103,160,137,176"
train/train_006239.jpg,train,Forearm Fracture,2,Greenstick,3,"106,114,140,132"
train/train_006240.jpg,train,Humerus,3,Avulsion,0,"83,153,139,170"
train/train_006241.jpg,train,Humerus Fracture,4,Avulsion,0,"125,150,165,168"
train/train_006242.jpg,train,Shoulder Fracture,5,Comminuted,1,"98,129,150,145"
train/train_006243.jpg,train,Wrist Positive,6,Oblique,7,"105,109,139,149"
train/train_006244.jpg,train,Elbow Positive,0,Comminuted,1,"105,139,157,155"
train/train_006245.jpg,train,Fingers Positive,1,Comminuted,1,"95,131,145,147"
train/train_006246.jpg,train,Forearm Fracture,2,Impacted,5,"106,94,146,111"
train/train_006247.jpg,train,Humerus,3,Spiral,9,"85,122,143,162"
train/train_006248.jpg,train,Humerus Fracture,4,Comminuted,1,"103,126,163,142"
train/train_006249.jpg,train,Shoulder Fracture,5,Impacted,5,"111,71,159,90"
train/train_006250.jpg,train,Wrist Positive,6,Comminuted,1,"101,96,149,112"
train/train_006251.jpg,train,Elbow Positive,0,Longitudinal,6,"110,57,126,163"
train/train_006252.jpg,train,Fingers Positive,1,Pathological,8,"114,141,164,157"
train/train_006253.jpg,train,Forearm Fracture,2,Oblique,7,"107,136,149,176"
train/train_006254.jpg,train,Humerus,3,Avulsion,0,"105,150,153,167"
train/train_006255.jpg,train,Humerus Fracture,4,Pathological,8,"97,114,137,134"
train/train_006256.jpg,train,Shoulder Fracture,5,Oblique,7,"119,101,171,141"
train/train_006257.jpg,train,Wrist Positive,6,Pathological,8,"119,142,157,162"
train/train_006258.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"113,137,163,155"
train/train_006259.jpg,train,Fingers Positive,1,Greenstick,3,"123,99,157,121"
train/train_006260.jpg,train,Forearm Fracture,2,Greenstick,3,"98,117,134,139"
train/train_006261.jpg,train,Humerus,3,Greenstick,3,"119,143,163,160"
train/train_006262.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"100,132,140,151"
train/train_006263.jpg,train,Shoulder Fracture,5,Pathological,8,"85,132,153,154"
train/train_006264.jpg,train,Wrist Positive,6,Pathological,8,"92,116,148,138"
train/train_006265.jpg,train,Elbow Positive,0,Comminuted,1,"90,105,152,121"
train/train_006266.jpg,train,Fingers Positive,1,Hairline,4,"100,147,142,168"
train/train_006267.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"117,125,163,145"
train/train_006268.jpg,train,Humerus,3,Pathological,8,"123,131,159,149"
train/train_006269.jpg,train,Humerus Fracture,4,Pathological,8,"101,127,157,149"
train/train_006270.jpg,train,Shoulder Fracture,5,Avulsion,0,"121,102,169,120"
train/train_006271.jpg,train,Wrist Positive,6,Pathological,8,"99,129,155,147"
train/train_006272.jpg,train,Elbow Positive,0,Fracture-Dislocation,2,"94,84,148,103"
train/train_006273.jpg,train,Fingers Positive,1,Greenstick,3,"92,102,134,121"
train/train_006274.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"124,129,164,151"
train/train_006275.jpg,train,Humerus,3,Fracture-Dislocation,2,"97,150,155,170"
train/train_006276.jpg,train,Humerus Fracture,4,Impacted,5,"88,135,146,154"
train/train_006277.jpg,train,Shoulder Fracture,5,Oblique,7,"116,97,160,137"
train/train_006278.jpg,train,Wrist Positive,6,Pathological,8,"100,108,138,128"
train/train_006279.jpg,train,Elbow Positive,0,Oblique,7,"98,136,142,176"
train/train_006280.jpg,train,Fingers Positive,1,Spiral,9,"107,108,149,148"
train/train_006281.jpg,train,Forearm Fracture,2,Comminuted,1,"113,110,163,126"
train/train_006282.jpg,train,Humerus,3,Impacted,5,"91,64,139,81"
train/train_006283.jpg,train,Humerus Fracture,4,Greenstick,3,"106,142,142,160"
train/train_006284.jpg,train,Shoulder Fracture,5,Oblique,7,"118,110,154,150"
train/train_006285.jpg,train,Wrist Positive,6,Greenstick,3,"93,169,127,187"
train/train_006286.jpg,train,Elbow Positive,0,Comminuted,1,"117,91,151,107"
train/train_006287.jpg,train,Fingers Positive,1,Comminuted,1,"90,118,138,134"
train/train_006288.jpg,train,Forearm Fracture,2,Impacted,5,"89,77,131,98"
train/train_006289.jpg,train,Humerus,3,Greenstick,3,"121,111,155,129"
train/train_006290.jpg,train,Humerus Fracture,4,Avulsion,0,"113,123,165,144"
train/train_006291.jpg,train,Shoulder Fracture,5,Spiral,9,"120,150,168,190"
train/train_006292.jpg,train,Wrist Positive,6,Greenstick,3,"84,84,138,103"
train/train_006293.jpg,train,Elbow Positive,0,Hairline,4,"103,112,159,131"
train/train_006294.jpg,train,Fingers Positive,1,Impacted,5,"106,127,146,144"
train/train_006295.jpg,train,Forearm Fracture,2,Avulsion,0,"112,92,162,112"
train/train_006296.jpg,train,Humerus,3,Pathological,8,"104,147,142,165"
train/train_006297.jpg,train,Humerus Fracture,4,Longitudinal,6,"134,118,150,196"
train/train_006298.jpg,train,Shoulder Fracture,5,Avulsion,0,"95,123,129,142"
train/train_006299.jpg,train,Wrist Positive,6,Greenstick,3,"103,124,163,141"
train/train_006300.jpg,train,Elbow Positive,0,Greenstick,3,"103,85,143,101"
train/train_006301.jpg,train,Fingers Positive,1,Oblique,7,"114,134,148,174"
train/train_006302.jpg,train,Forearm Fracture,2,Avulsion,0,"105,112,149,132"
train/train_006303.jpg,train,Humerus,3,Avulsion,0,"104,155,148,175"
train/train_006304.jpg,train,Humerus Fracture,4,Greenstick,3,"95,153,137,174"
train/train_006305.jpg,train,Shoulder Fracture,5,Pathological,8,"93,97,141,113"
train/train_006306.jpg,train,Wrist Positive,6,Avulsion,0,"116,107,152,124"
train/train_006307.jpg,train,Elbow Positive,0,Impacted,5,"112,108,166,128"
train/train_006308.jpg,train,Fingers Positive,1,Greenstick,3,"121,138,157,158"
train/train_006309.jpg,train,Forearm Fracture,2,Impacted,5,"86,118,138,135"
train/train_006310.jpg,train,Humerus,3,Greenstick,3,"96,108,138,128"
train/train_006311.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"110,97,164,118"
train/train_006312.jpg,train,Shoulder Fracture,5,Oblique,7,"96,102,148,142"
train/train_006313.jpg,train,Wrist Positive,6,Greenstick,3,"115,148,175,169"
train/train_006314.jpg,train,Elbow Positive,0,Comminuted,1,"99,107,149,123"
train/train_006315.jpg,train,Fingers Positive,1,Fracture-Dislocation,2,"107,156,143,175"
train/train_006316.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"120,101,162,117"
train/train_006317.jpg,train,Humerus,3,Hairline,4,"109,139,147,157"
train/train_006318.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"111,87,157,107"
train/train_006319.jpg,train,Shoulder Fracture,5,Oblique,7,"108,60,150,100"
train/train_006320.jpg,train,Wrist Positive,6,Impacted,5,"107,147,153,169"
train/train_006321.jpg,train,Elbow Positive,0,Impacted,5,"91,109,143,130"
train/train_006322.jpg,train,Fingers Positive,1,Avulsion,0,"91,141,141,158"
train/train_006323.jpg,train,Forearm Fracture,2,Fracture-Dislocation,2,"113,100,155,120"
train/train_006324.jpg,train,Humerus,3,Fracture-Dislocation,2,"116,100,152,122"
train/train_006325.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"97,128,151,148"
train/train_006326.jpg,train,Shoulder Fracture,5,Oblique,7,"121,89,163,129"
train/train_006327.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"111,118,153,135"
train/train_006328.jpg,train,Elbow Positive,0,Greenstick,3,"109,114,171,131"
train/train_006329.jpg,train,Fingers Positive,1,Longitudinal,6,"135,67,151,121"
train/train_006330.jpg,train,Forearm Fracture,2,Impacted,5,"104,104,138,123"
train/train_006331.jpg,train,Humerus,3,Comminuted,1,"102,151,140,167"
train/train_006332.jpg,train,Humerus Fracture,4,Spiral,9,"114,87,160,127"
train/train_006333.jpg,train,Shoulder Fracture,5,Comminuted,1,"91,119,135,135"
train/train_006334.jpg,train,Wrist Positive,6,Hairline,4,"101,116,151,135"
train/train_006335.jpg,train,Elbow Positive,0,Comminuted,1,"125,96,165,112"
train/train_006336.jpg,train,Fingers Positive,1,Pathological,8,"107,107,149,127"
train/train_006337.jpg,train,Forearm Fracture,2,Greenstick,3,"96,73,136,95"
train/train_006338.jpg,train,Humerus,3,Spiral,9,"101,127,145,167"
train/train_006339.jpg,train,Humerus Fracture,4,Spiral,9,"107,136,173,176"
train/train_006340.jpg,train,Shoulder Fracture,5,Longitudinal,6,"102,81,118,181"
train/train_006341.jpg,train,Wrist Positive,6,Oblique,7,"116,128,150,168"
train/train_006342.jpg,train,Elbow Positive,0,Impacted,5,"122,85,160,106"
train/train_006343.jpg,train,Fingers Positive,1,Impacted,5,"92,131,128,150"
train/train_006344.jpg,train,Forearm Fracture,2,Pathological,8,"124,77,158,98"
train/train_006345.jpg,train,Humerus,3,Spiral,9,"118,124,156,164"
train/train_006346.jpg,train,Humerus Fracture,4,Hairline,4,"109,163,151,185"
train/train_006347.jpg,train,Shoulder Fracture,5,Greenstick,3,"116,151,164,170"
train/train_006348.jpg,train,Wrist Positive,6,Comminuted,1,"94,128,144,144"
train/train_006349.jpg,train,Elbow Positive,0,Comminuted,1,"117,164,165,180"
train/train_006350.jpg,train,Fingers Positive,1,Greenstick,3,"98,158,142,177"
train/train_006351.jpg,train,Forearm Fracture,2,Comminuted,1,"117,139,163,155"
train/train_006352.jpg,train,Humerus,3,Comminuted,1,"124,118,164,134"
train/train_006353.jpg,train,Humerus Fracture,4,Impacted,5,"89,89,137,109"
train/train_006354.jpg,train,Shoulder Fracture,5,Oblique,7,"84,84,148,124"
train/train_006355.jpg,train,Wrist Positive,6,Pathological,8,"107,119,165,138"
train/train_006356.jpg,train,Elbow Positive,0,Comminuted,1,"93,76,141,92"
train/train_006357.jpg,train,Fingers Positive,1,Hairline,4,"119,118,161,139"
train/train_006358.jpg,train,Forearm Fracture,2,Longitudinal,6,"114,77,130,149"
train/train_006359.jpg,train,Humerus,3,Avulsion,0,"88,92,136,112"
train/train_006360.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"98,73,160,93"
train/train_006361.jpg,train,Shoulder Fracture,5,Avulsion,0,"85,99,135,118"
train/train_006362.jpg,train,Wrist Positive,6,Fracture-Dislocation,2,"110,115,150,137"
train/train_006363.jpg,train,Elbow Positive,0,Hairline,4,"119,92,155,114"
train/train_006364.jpg,train,Fingers Positive,1,Avulsion,0,"114,109,158,130"
train/train_006365.jpg,train,Forearm Fracture,2,Spiral,9,"91,141,131,181"
train/train_006366.jpg,train,Humerus,3,Hairline,4,"88,154,146,172"
train/train_006367.jpg,train,Humerus Fracture,4,Hairline,4,"90,120,138,139"
train/train_006368.jpg,train,Shoulder Fracture,5,Pathological,8,"92,144,128,161"
train/train_006369.jpg,train,Wrist Positive,6,Pathological,8,"101,125,147,143"
train/train_006370.jpg,train,Elbow Positive,0,Greenstick,3,"94,107,132,123"
train/train_006371.jpg,train,Fingers Positive,1,Impacted,5,"92,127,152,146"
train/train_006372.jpg,train,Forearm Fracture,2,Greenstick,3,"99,114,157,133"
train/train_006373.jpg,train,Humerus,3,Oblique,7,"104,97,164,137"
train/train_006374.jpg,train,Humerus Fracture,4,Fracture-Dislocation,2,"101,111,145,129"
